aml_id,entity_id,entity_type,reason,risk_level,created_date
e7e9a26b-e040-4713-a70d-9d53e7c7603d,c58a409a-ce9c-4f0c-bf83-281122a3588d,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
3750e5f1-5680-4f84-ad9f-734864d131f2,c58a409a-ce9c-4f0c-bf83-281122a3588d,Company,Turnover per Employee Anomaly,High,29-Jan-2026
7130cd9e-348c-4fbb-92ed-cd77eee3f615,7fc06e39-8ed5-464f-98d7-3130d3cce9c5,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
46b2621d-f7c4-4bbf-abf8-131e83fca674,7fc06e39-8ed5-464f-98d7-3130d3cce9c5,Company,VAT Under-Reporting,High,29-Jan-2026
9033484f-d869-4269-8576-5728b3d341ae,eb682595-e8e2-49fe-bb2d-0f18f89fb5f4,Company,VAT Under-Reporting,High,29-Jan-2026
2a2ebe7b-dd94-4504-b4dd-5d38142add93,7f0dec2e-d790-4bbe-a775-d86af0e1b52f,Company,VAT Under-Reporting,High,29-Jan-2026
a5bb1d6f-793c-45a6-8479-14f462828d80,70ab265b-3f0e-436e-8a02-12d08323f9bb,Company,VAT Under-Reporting,High,29-Jan-2026
5d884d80-176a-4b10-8657-97a906d6dffa,b8d29d8b-944c-4450-975a-4720d3792e8b,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
21b71e29-8526-446d-81e5-9283087ab1ef,b8d29d8b-944c-4450-975a-4720d3792e8b,Company,Turnover per Employee Anomaly,High,29-Jan-2026
1f768fb4-4adb-4a4b-b1d0-b5f09e22ae03,21112a40-1181-4571-9e91-80bb98d14d77,Company,VAT Under-Reporting,High,29-Jan-2026
bb2b3e63-9bb4-4be0-9109-af835bb5bcfd,a60b16c0-800b-47da-9865-a05742a55b73,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
84d47583-9984-44b5-9451-ada976438f12,f06265c8-092d-4709-ba3a-7faca536c543,Company,VAT Under-Reporting,High,29-Jan-2026
f2f3aa03-5aad-41d2-b6bb-6860115adfb0,7c7e84e9-f11f-40f6-93a9-9450089298a6,Company,VAT Under-Reporting,High,29-Jan-2026
518f8847-cb8f-45a9-9b05-f61f184836b3,7dad7e0e-487c-4785-8f61-ec47e7870409,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
c98cf53a-b9d3-42f2-92b7-5737ba0fb984,91a59354-1459-4eee-bac7-8d09853bf451,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
b9a5ab4b-d8bd-4fe4-b488-615600802fe2,91a59354-1459-4eee-bac7-8d09853bf451,Company,VAT Under-Reporting,High,29-Jan-2026
0b8569d3-d79d-4991-8e92-400b30344e84,91a59354-1459-4eee-bac7-8d09853bf451,Company,Turnover per Employee Anomaly,High,29-Jan-2026
996e1dad-6e39-46da-9809-600d54dd236b,cb6d25c2-1f59-4f43-9542-76214cd86791,Company,VAT Under-Reporting,High,29-Jan-2026
3478987b-dcac-48ed-9f49-23940ff386b8,68d5f051-cdff-4f27-af5a-bcdf1f5ff3d6,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
4b76c069-73f7-4059-a5b7-84083cef347c,29b29cb9-39f6-4970-bb1f-bcc152a9a0e7,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
c0cc1bb4-020e-46a7-b3c9-97095ba324bd,29b29cb9-39f6-4970-bb1f-bcc152a9a0e7,Company,Turnover per Employee Anomaly,High,29-Jan-2026
154de353-4a00-4182-9b92-5d4824cca3d7,33fcec84-9e57-4eb2-9a9a-1cc9495525f6,Company,VAT Under-Reporting,High,29-Jan-2026
4b42ea57-300f-4fbc-8fe7-a6d46a62d964,17deed3c-a9c5-4514-a1f5-e313b14cc8ef,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
9bd05b1f-dcf1-4f5f-9eeb-58005f2c365b,17deed3c-a9c5-4514-a1f5-e313b14cc8ef,Company,Turnover per Employee Anomaly,High,29-Jan-2026
ff1628c3-3c0e-41a2-883d-9506f78c60d8,5e747838-d708-4da3-bb0c-342851bc009e,Company,VAT Under-Reporting,High,29-Jan-2026
60438091-0757-4acc-8e2e-1f18449183f9,32d45fa6-ae81-4b73-9611-f5cf0e718a91,Company,VAT Under-Reporting,High,29-Jan-2026
f446b9df-9772-489e-839b-0bb68952bafd,785bf70f-4b08-41e5-a260-fd2bdf95209c,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
0ce95fa3-9a2d-4260-8cf9-9cbc563e6c70,8af75279-3aa5-46d3-ad9e-717a7ec12aba,Company,VAT Under-Reporting,High,29-Jan-2026
9b44d8c5-4547-4544-b429-38a93d1e15ea,7b5badef-d36f-4028-bc33-1343c7f3bb10,Company,VAT Under-Reporting,High,29-Jan-2026
054d555c-3121-4f51-bd1c-3997b8ad6cda,28ffcbf9-85e2-4ed5-9210-29f285ff9769,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
0978b529-6aa0-45a4-9d7b-d69d31688bf7,28ffcbf9-85e2-4ed5-9210-29f285ff9769,Company,Turnover per Employee Anomaly,High,29-Jan-2026
97d22d41-a56e-462d-aca4-e6a2629a0b93,37386a86-908d-4380-81d7-a78009499359,Company,VAT Under-Reporting,High,29-Jan-2026
35b6d4ff-3f0d-44e5-a864-aa11ebd54224,2b2fd9ea-f636-4072-8110-00e824a54d6b,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
73ee08bf-d141-46de-9163-1c0400e09657,2b2fd9ea-f636-4072-8110-00e824a54d6b,Company,Turnover per Employee Anomaly,High,29-Jan-2026
fcf3f371-1820-40d8-87c1-4572ac807fab,a6565057-cf8e-4c49-abec-9d1150acc606,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
664d0c4e-2461-4a9d-8f24-7ca9e8102830,a6565057-cf8e-4c49-abec-9d1150acc606,Company,VAT Under-Reporting,High,29-Jan-2026
28559386-afbe-4faf-97e9-ba14bee25f63,a6565057-cf8e-4c49-abec-9d1150acc606,Company,Turnover per Employee Anomaly,High,29-Jan-2026
a0760386-967d-4eca-b735-a6274472d482,dc8142fb-bb2a-4434-8fd3-9ed612605608,Company,VAT Under-Reporting,High,29-Jan-2026
73ef5dc5-2e0e-4c6f-b9cc-882975102e4b,40ba2b68-d976-4f8e-9fe9-bf9eb9ef4413,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
8b0144e8-6fff-432e-8d39-c80b8d532fd9,40ba2b68-d976-4f8e-9fe9-bf9eb9ef4413,Company,VAT Under-Reporting,High,29-Jan-2026
f1f47145-84c7-42e3-9f32-5830f8f0f6b6,2e446ea9-d656-4294-a1c0-3b79ba97c1c5,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
606d1d49-0847-4a15-bf7e-b890ffab36a9,2e446ea9-d656-4294-a1c0-3b79ba97c1c5,Company,VAT Under-Reporting,High,29-Jan-2026
404bb7ca-4862-4e38-babd-6877c4d8a912,2e446ea9-d656-4294-a1c0-3b79ba97c1c5,Company,Turnover per Employee Anomaly,High,29-Jan-2026
acf13e36-4a50-404c-a632-467f0ca6fe41,fa4080b7-fa36-407c-ae5a-dad6ad14c6e2,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
6a1d3f6d-c999-4d31-b847-728835934a5c,fa4080b7-fa36-407c-ae5a-dad6ad14c6e2,Company,VAT Under-Reporting,High,29-Jan-2026
c76dba2f-5872-4261-b184-3195203b17bd,b532a8f4-8e8f-4e81-99fc-0458d5c3dd75,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
eae62114-29fd-480c-b3b6-2fa7c313e1b1,b532a8f4-8e8f-4e81-99fc-0458d5c3dd75,Company,VAT Under-Reporting,High,29-Jan-2026
2194d27d-26d9-4025-92d6-4dd782e939ea,462f1992-07fa-40b8-90c7-baf98edba1b1,Company,VAT Under-Reporting,High,29-Jan-2026
bd3edc15-bd59-49c0-a27e-d68a0384490c,01434b1b-e0ba-4e07-8eb7-3e5846b25776,Company,VAT Under-Reporting,High,29-Jan-2026
d8f7098a-a2f9-4563-8edc-fec674f6dae2,1b315698-eb2c-4af7-aed2-861b443c283d,Company,VAT Under-Reporting,High,29-Jan-2026
88183ffd-4fa3-4c4c-bbf7-868a24625828,1131d89b-a0d5-487b-a31a-9a21daa93dae,Company,VAT Under-Reporting,High,29-Jan-2026
c9501961-6fa9-4a96-9a52-4e37f7e75fa7,5f20cac1-74f8-4cf2-8813-8bf8cbe2dcd8,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
04d938d2-f656-412d-b537-56e39ca46feb,5f20cac1-74f8-4cf2-8813-8bf8cbe2dcd8,Company,Turnover per Employee Anomaly,High,29-Jan-2026
c31b1b98-79cf-4848-b378-9330947bbbba,d46c66ec-c341-4765-ae84-2f9adec59254,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
a96d98d3-7173-47b9-8200-cb7700808eea,d46c66ec-c341-4765-ae84-2f9adec59254,Company,VAT Under-Reporting,High,29-Jan-2026
5db331d4-ab91-4c38-9100-e2bcf74d3f27,09253da8-ec7e-46b6-a089-73312276842b,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
50676437-3077-425e-b4aa-b3bd1907b2f8,09253da8-ec7e-46b6-a089-73312276842b,Company,VAT Under-Reporting,High,29-Jan-2026
d564ef59-b589-486c-8159-e769bd7c061f,8c50860c-55f8-4416-bc42-59f3727297ab,Company,VAT Under-Reporting,High,29-Jan-2026
b076be31-4186-4a38-b476-16708b0401d5,9cea68cb-777f-4942-b0b2-3f3431b456a3,Company,VAT Under-Reporting,High,29-Jan-2026
364fa9cc-53f8-4588-b343-d2f50e029bbf,eafb06e3-38ff-4af4-b360-870bf8dd9c80,Company,VAT Under-Reporting,High,29-Jan-2026
76143811-74e0-4a4f-a1c9-91ed66047277,6c61668f-85b5-4953-8a63-e42d1dca7abc,Company,VAT Under-Reporting,High,29-Jan-2026
f6a88aa0-c58a-4f0a-b264-3732f00b61f0,6c8d6b54-1f1a-4a8b-96cd-e2ee4fc92ef9,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
a574a2a1-3b41-4a27-95bc-76ff34077406,6c8d6b54-1f1a-4a8b-96cd-e2ee4fc92ef9,Company,VAT Under-Reporting,High,29-Jan-2026
b4f8e108-7ef2-4802-87bd-e8a0b9f2e4bd,6c8d6b54-1f1a-4a8b-96cd-e2ee4fc92ef9,Company,Turnover per Employee Anomaly,High,29-Jan-2026
196afa0c-33a6-48e8-86fb-7421ffb901ac,4295f56b-7eca-4218-b1ae-a34640df4b74,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
7958273e-5202-48e1-bb6f-c194d0aebbae,4295f56b-7eca-4218-b1ae-a34640df4b74,Company,VAT Under-Reporting,High,29-Jan-2026
37ac0e74-a409-41d6-b978-f0ca76d75835,29e14721-799b-4364-9dc3-73ba8ee98f46,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
6c8aa747-3af5-4223-8ad4-a32bf5969928,29e14721-799b-4364-9dc3-73ba8ee98f46,Company,VAT Under-Reporting,High,29-Jan-2026
0a089a65-f861-4366-bc26-f9222f624657,29e14721-799b-4364-9dc3-73ba8ee98f46,Company,Turnover per Employee Anomaly,High,29-Jan-2026
ddab2316-eb09-473d-9883-995aa2b19948,50e65e25-066c-4b6d-9be9-e0e07cf308d9,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
ca006e43-b22f-4e7e-8d1b-024bd6c720f7,50e65e25-066c-4b6d-9be9-e0e07cf308d9,Company,VAT Under-Reporting,High,29-Jan-2026
1482510a-05b4-4f67-adf7-5b7a7103a572,5d57256f-6464-4546-9e8e-ffa752a6357f,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
6c27909c-6c23-43ca-b59c-10e23d61c054,5d57256f-6464-4546-9e8e-ffa752a6357f,Company,Turnover per Employee Anomaly,High,29-Jan-2026
c76e809b-2168-4530-ac2f-90c11b4e3504,9ed02e77-19fd-4bad-bbd7-7cba5357a1ae,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
f4abc867-a0a6-470e-9147-70e1f8087c52,f8e89526-7c3b-4156-9bcd-942938b41223,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
4e241b32-e340-4f19-8e51-6e72045f50b6,f8e89526-7c3b-4156-9bcd-942938b41223,Company,VAT Under-Reporting,High,29-Jan-2026
badc7e2f-a0c4-402d-aa7e-43ce5b569b9c,a06025ee-7c76-45b0-96d6-1ece98ef481f,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
678c5cba-2548-490e-ae49-02b5245f8ddd,79d5f952-94c3-4b3c-9280-1c5810830ad3,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
1a795bb5-f1d6-4ddb-97de-4d9927a858be,79d5f952-94c3-4b3c-9280-1c5810830ad3,Company,VAT Under-Reporting,High,29-Jan-2026
a086ead9-d4d8-4bfe-9f67-5a911f648fb4,d6e764cb-0bd5-4019-82b1-234b9ce8eedd,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
68853829-6df6-4a71-9bae-ba876e763e19,d6e764cb-0bd5-4019-82b1-234b9ce8eedd,Company,VAT Under-Reporting,High,29-Jan-2026
91843285-f0cb-462c-8ac2-9b38d242c68e,287f4429-2fd6-437c-b7b7-8978e67e307e,Company,VAT Under-Reporting,High,29-Jan-2026
29ab5cb9-099a-4d85-8e39-6475b83a1c8b,e23f2e8c-4dbe-4bc2-a184-5b2f55b260ec,Company,VAT Under-Reporting,High,29-Jan-2026
bb9a4062-d761-4f81-ad4e-a9b761eed068,8b1d77e3-4bbe-4b52-b0f8-cf6ee8570735,Company,VAT Under-Reporting,High,29-Jan-2026
7dbea17e-eca0-4ef0-834c-ad95347be13d,e6a546dd-b221-4bbe-8435-8e2889c94482,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
596b4cc0-feb3-4b45-acc1-93c43aaa33a6,e6a546dd-b221-4bbe-8435-8e2889c94482,Company,VAT Under-Reporting,High,29-Jan-2026
7882720c-4aee-4fa7-9b8d-b93dcf30e1c3,bab96a1f-83bf-408c-870d-03498abb232a,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
7f65eb40-b808-4765-9e7f-dd817a785bd3,bab96a1f-83bf-408c-870d-03498abb232a,Company,Turnover per Employee Anomaly,High,29-Jan-2026
ac344acb-5fed-4b87-a239-e0307bfe9e66,a3b0fb4b-4bac-43d1-a28e-f83ad28cfa89,Company,VAT Under-Reporting,High,29-Jan-2026
819709d6-603f-45e1-b29a-d8d92aaafd94,c3e1b085-d825-44d3-8850-9f2c875c7a52,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
f7e36614-76a0-408f-8885-ad29a725960c,c3e1b085-d825-44d3-8850-9f2c875c7a52,Company,VAT Under-Reporting,High,29-Jan-2026
924c0503-1c3b-4170-aa5d-b40645a5d954,1f4fd7a1-0a0d-450d-bd4b-fe74c19cd666,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
675a99e3-93f4-483d-a8e4-3258ebe2f001,1f4fd7a1-0a0d-450d-bd4b-fe74c19cd666,Company,VAT Under-Reporting,High,29-Jan-2026
62303c7c-9509-4fa0-a4b6-6360852ad069,1f4fd7a1-0a0d-450d-bd4b-fe74c19cd666,Company,Turnover per Employee Anomaly,High,29-Jan-2026
dcd60068-dabc-4bac-bce9-91b5e21e151f,141cfcf7-2f78-4c95-af00-f7128e10ca6c,Company,Payroll vs Turnover Mismatch,High,29-Jan-2026
301606a0-8d67-45ea-a541-36e7043ed610,eea102f8-91a8-4446-8e1b-aa33d8436093,Company,VAT Under-Reporting,High,29-Jan-2026
2e8073f5-c4d1-4d7f-b87d-50d8eaaa1bd2,a8dd9a3e-204d-4b2c-acbb-cf7724bf0a0d,Company,VAT Under-Reporting,High,29-Jan-2026
