company_id,registration_number,tin,name,industry_sector,entity_type,turnover,declared_turnover,estimated_profit,cit_due,development_levy_due,staff_strength,payroll_estimate,vat_paid,founded_date,founded_year,last_audit_date,state,lga,website,applicable_taxes
bbb08d2c-58c9-4596-a3ff-94708fb9ba3e,RC-477864,5772357241342,Shoprite Group NGO/Gte,Fintech,NGO/Gte,1826641102.2339625,1001024570.4832839,285790551.81069934,300307371.14498514,40040982.819331355,1118,315732957.4018258,20624550.495235514,02-Nov-2020,2020,11-Jan-2026,Abuja (FCT),Abuja Municipal,www.shopritegroupngo/gte.org.ng,"CIT,VAT,WHT,CGT"
e3a7fced-ea2f-4957-970c-cdbc632efad8,RC-416948,1558126467127,Decagon Industries PLC,Retail,PLC,429085367.55932385,218738363.5238328,49702710.367463715,65621509.057149835,8749534.540953312,749,72847994.76159094,9587331.039926961,13-Jan-2015,2015,29-Nov-2024,Kaduna,Zaria,www.decagonindustriesplc.com.ng,"CIT,VAT,WHT,CGT"
38f01129-51be-4bb9-b185-1d5e02b39e74,RC-939668,7220501152561,Ardova Ventures NGO/Gte,Energy,NGO/Gte,3216473945.7918506,2578411333.903488,476328902.32985556,773523400.1710464,103136453.35613953,785,196050951.28635594,9269578.238302562,28-Sep-2016,2016,01-Dec-2024,Abuja (FCT),Kwali,www.ardovaventuresngo/gte.ng,"CIT,VAT,WHT,CGT"
cd8553b1-e4ef-438a-a226-7118cf1c8df0,RC-624642,8400702227080,Elizade Holdings LLP,Energy,LLP,3611021674.9957733,3124119987.425008,397408337.38172376,937235996.2275023,124964799.49700032,1129,466100689.20759964,56176980.79972485,15-Oct-2011,2011,04-Jan-2026,Abuja (FCT),Kuje,www.elizadeholdingsllp.com.ng,"CIT,VAT,WHT,CGT"
90b1880c-db84-4cda-b4cd-f192783c5ed5,RC-643087,2347507881021,MTN Holdings Ltd,Retail,Ltd,4830503050.830742,4389251010.640539,851387769.1814669,1316775303.1921618,175570040.42562157,140,49556224.458068535,165956576.93483335,12-Nov-2024,2024,02-Jan-2026,Kaduna,Zaria,www.mtnholdingsltd.net.ng,"CIT,VAT,WHT,CGT"
c69d8e47-c108-4727-844e-880a2cb2d600,RC-242162,3405883088006,Honeywell West Africa NGO/Gte,Manufacturing,NGO/Gte,1822626289.637319,1185959958.1632912,415862802.33628905,355787987.44898736,47438398.32653165,778,364518729.124001,9318048.55307944,19-Apr-2017,2017,12-Nov-2024,Lagos,Alimosho,www.honeywellwestafricango/gte.org.ng,"CIT,VAT,WHT,CGT"
bae99b0b-f689-4948-bb4a-f719247b37c5,RC-590451,6467654545425,OPay Solutions Ltd,Tech,Ltd,828335083.4335572,567360946.7392447,92321465.53665088,170208284.0217734,22694437.86956979,796,147725416.11481726,39215064.49743999,04-May-2025,2025,21-Jul-2025,Kaduna,Zaria,www.opaysolutionsltd.com.ng,"CIT,VAT,WHT,CGT"
323b5f3e-5132-4b87-9f14-28b18b80acbe,RC-373753,2547722538568,Union Bank Ventures NGO/Gte,Retail,NGO/Gte,4549649793.599896,2373481833.889935,450968406.11716634,712044550.1669805,94939273.3555974,1077,527514000.4141478,12183615.790090172,31-Dec-2024,2024,08-Feb-2025,Kano,Kano Municipal,www.unionbankventuresngo/gte.org.ng,"CIT,VAT,WHT,CGT"
03e0e44c-9614-4924-b99b-9d56aa7f3b20,RC-860916,7357680330814,Stanbic Nigeria Ltd,Tech,Ltd,3064945549.64225,2213890381.98442,259938926.0891333,664167114.595326,88555615.27937679,488,35696095.32471011,37146069.77583423,19-May-2024,2024,10-Aug-2025,Akwa Ibom,Ikot Ekpene,www.stanbicnigerialtd.com.ng,"CIT,VAT,WHT,CGT"
968b3cf9-d91a-4cea-a1e8-dc81b4d7cd64,RC-962569,6254185477011,FBN Networks LLP,Tech,LLP,4320049063.878349,2773110196.376112,1015236600.3786913,831933058.9128336,110924407.85504448,448,20276169.381732866,58748759.89854129,25-Nov-2012,2012,13-Nov-2024,Rivers,Okrika,www.fbnnetworksllp.com.ng,"CIT,VAT,WHT,CGT"
852a7d66-d06f-4a7a-ba56-582e785e536f,RC-588683,2751565311888,AltSchool Enterprises LLP,Agro,LLP,2100435131.1154387,2054374448.8798122,246836866.935872,616312334.6639436,82174977.95519249,565,246429801.4413899,120588917.03791942,24-Mar-2022,2022,19-Aug-2025,Abuja (FCT),Kuje,www.altschoolenterprisesllp.com.ng,"CIT,VAT,WHT,CGT"
b59917f7-2992-4df4-bc57-3c798c54c92b,RC-578883,7123710524801,Shoprite Enterprises LLP,Retail,LLP,79654918.99343468,41097505.64732803,6837714.115327613,0.0,0.0,44,19114606.704866167,3020092.663831155,27-Sep-2019,2019,14-Jun-2024,Lagos,Oshodi-Isolo,www.shopriteenterprisesllp.com.ng,"CIT,VAT,WHT,CGT"
3a1688f6-975d-457e-9fcf-f02cd12b6228,RC-172670,8156423073431,Genesis Group Global LLP,Energy,LLP,1997242306.2915206,1820382820.130848,442383399.04105085,546114846.0392543,72815312.80523393,799,89678460.08648367,24960634.74711248,25-Aug-2011,2011,05-Oct-2025,Abuja (FCT),Abaji,www.genesisgroupgloballlp.com.ng,"CIT,VAT,WHT,CGT"
f8ba7dfc-f6d8-4cfc-b958-2803b02a1b40,RC-851033,0037811700844,Ardova West Africa Ltd,Fintech,Ltd,594354031.5433756,306742765.8404058,53909722.55915391,92022829.75212175,12269710.633616233,1137,61212565.35116811,21156120.927083913,07-Nov-2025,2025,07-Dec-2024,Kano,Gwale,www.ardovawestafricaltd.net.ng,"CIT,VAT,WHT,CGT"
85d499fd-6c93-4d19-a5bb-7fd21fef2120,RC-205954,5882181073710,Dangote Services LLP,Retail,LLP,3361515354.338912,3263848036.380189,343660601.91832095,979154410.9140567,130553921.45520756,1109,320778593.20778644,129553051.11418052,04-Mar-2017,2017,02-Jun-2025,Abuja (FCT),Kwali,www.dangoteservicesllp.com.ng,"CIT,VAT,WHT,CGT"
748aed13-1cef-44a0-9ffb-09803fdec0d3,RC-697699,4426342780341,Semicolon Enterprises LLP,Energy,LLP,1909258755.7294912,1306564855.987557,242106500.28090578,391969456.7962671,52262594.23950228,602,70644621.02438042,56108646.69149332,28-Aug-2019,2019,19-Jul-2024,Kano,Tarauni,www.semicolonenterprisesllp.com.ng,"CIT,VAT,WHT,CGT"
4874e762-f99c-457c-a0f3-7b5c3c49fb69,RC-950757,4386532377422,Flour Mills Ventures PLC,Manufacturing,PLC,727128032.7379198,428784678.3752385,74205849.22214551,128635403.51257154,17151387.13500954,727,243600164.38166705,31362164.851025004,30-Apr-2014,2014,22-Feb-2024,Rivers,Eleme,www.flourmillsventuresplc.com.ng,"CIT,VAT,WHT,CGT"
85c0d59d-add7-4e60-a8fb-84a17b97c470,RC-128475,3714056083100,Honeywell Ventures LLP,Manufacturing,LLP,3424906526.4434123,2374639776.6299715,697450619.2746283,712391932.9889914,94985591.06519887,149,44253337.49870521,14793620.314373842,13-Jan-2023,2023,25-Mar-2025,Delta,Warri South,www.honeywellventuresllp.com.ng,"CIT,VAT,WHT,CGT"
8bbf4967-a168-47ab-82bb-dace8637eb01,RC-556379,5370876235700,Moniepoint Systems NGO/Gte,Tech,NGO/Gte,1947111824.3700242,1451669703.5619383,282832989.7236108,435500911.06858146,58066788.142477535,930,348912533.25705224,99586124.96919143,09-Sep-2025,2025,02-Jun-2025,Abuja (FCT),Bwari,www.moniepointsystemsngo/gte.ng,"CIT,VAT,WHT,CGT"
7b9bb2da-8331-4b86-9f73-af753f30d428,RC-856363,3617218113780,UBA Industries Ltd,Energy,Ltd,1649116206.937345,1247938434.0650504,236352718.7860993,374381530.2195151,49917537.36260202,173,22845884.178704005,39645636.63713577,24-Nov-2020,2020,11-Jan-2026,Rivers,Okrika,www.ubaindustriesltd.net.ng,"CIT,VAT,WHT,CGT"
e9bbdd87-eabc-4026-bd96-1355bf546b13,RC-882649,1520300688580,Shoprite Nigeria PLC,Fintech,PLC,621116410.5772717,496008905.5036169,144462924.92597124,148802671.65108508,19840356.220144678,97,15801711.256122671,34107545.009084255,23-Jun-2014,2014,02-Apr-2025,Kwara,Offa,www.shopritenigeriaplc.com.ng,"CIT,VAT,WHT,CGT"
fc196195-8726-43a1-905a-0e54ffc32ab9,RC-221095,8765285471206,MTN Group NGO/Gte,Retail,NGO/Gte,917193026.9685715,547672117.4314429,209064615.17283785,164301635.22943285,21906884.697257716,1139,457898718.48927367,9820480.36890858,22-Jun-2018,2018,07-Oct-2025,Enugu,Enugu North,www.mtngroupngo/gte.org.ng,"CIT,VAT,WHT,CGT"
916a0aa1-efc8-43dd-a25d-471e9365b04f,RC-110500,3413523121888,Moniepoint Nigeria PLC,Energy,PLC,2364817609.7074614,1218448727.1217432,413682926.36549056,365534618.13652295,48737949.08486973,962,197139018.11871025,52766398.91990201,05-May-2015,2015,11-Jul-2024,Plateau,Jos North,www.moniepointnigeriaplc.ng,"CIT,VAT,WHT,CGT"
1d2e611b-2653-48bd-af2d-aa76c941c890,RC-457581,1274211554252,Mikano Global Ltd,Tech,Ltd,532325287.18961805,531174893.8537294,48117823.983961,159352468.1561188,21246995.754149176,116,30127356.591917746,3608418.862756037,17-Jul-2024,2024,27-Nov-2025,Rivers,Okrika,www.mikanogloballtd.com.ng,"CIT,VAT,WHT,CGT"
b50b4389-2478-4016-8354-4c25db348af8,RC-531280,0744414125211,Ibeto Holdings LLP,Energy,LLP,2425740757.9223657,1220496042.7302604,502501842.0893745,366148812.8190781,48819841.70921042,706,164331008.6953238,57645195.281801224,22-Jun-2012,2012,26-Sep-2025,Abuja (FCT),Kuje,www.ibetoholdingsllp.com.ng,"CIT,VAT,WHT,CGT"
ca703329-3b70-4d6b-a552-7558067ea49c,RC-443404,4011113232758,Kuda Global PLC,Tech,PLC,1585069195.8457687,823484119.5070614,184958399.4352511,247045235.8521184,32939364.780282456,919,64781007.96845752,59300334.60252465,03-May-2017,2017,30-Nov-2024,Edo,Ikpoba-Okha,www.kudaglobalplc.com.ng,"CIT,VAT,WHT,CGT"
40d2c077-d618-4ba6-8bc4-1c8cb0c126fd,RC-755878,7624543146316,Decagon West Africa Ltd,Agro,Ltd,2638041953.4341207,2247464381.354222,479896516.93224657,674239314.4062666,89898575.25416887,1187,304145055.8303612,111360360.26292531,27-Nov-2022,2022,20-Oct-2024,Plateau,Jos North,www.decagonwestafricaltd.com.ng,"CIT,VAT,WHT,CGT"
ddce4ecb-5da6-4685-b204-da85ebe28c87,RC-825993,4455783216471,Palmpay Global NGO/Gte,Retail,NGO/Gte,2329596294.819667,2302742817.9005976,496617014.7730012,690822845.3701793,92109712.7160239,499,237355128.23874646,47691214.792050205,21-Aug-2017,2017,27-Dec-2025,Abuja (FCT),Kwali,www.palmpayglobalngo/gte.org.ng,"CIT,VAT,WHT,CGT"
4661f9f4-8179-417e-a175-e647ce587a25,RC-897090,2444076503224,Slot Logistics NGO/Gte,Manufacturing,NGO/Gte,2657195268.8285184,1720122892.1412823,327468731.01525664,516036867.64238465,68804915.68565129,105,24696160.10278001,62927463.61087222,02-Mar-2020,2020,24-Jul-2024,Ogun,Abeokuta North,www.slotlogisticsngo/gte.ng,"CIT,VAT,WHT,CGT"
dd7c2437-32d9-4dda-a129-1cfbd5f98b54,RC-858047,6337833076334,Dangote Nigeria Ltd,Agro,Ltd,2156991262.386048,1419350219.0559068,201647800.12202916,425805065.716772,56774008.762236275,82,7518291.731156721,92167576.93585138,22-May-2015,2015,12-Mar-2025,Lagos,Lagos Island,www.dangotenigerialtd.net.ng,"CIT,VAT,WHT,CGT"
98e19908-9f39-4213-81ff-4a297f13912e,RC-755698,1530373144237,FBN Services Ltd,Retail,Ltd,1943183979.2642066,1174012745.013768,370086387.1337696,352203823.50413036,46960509.80055072,733,327081264.1726163,61214864.579826646,18-Dec-2013,2013,17-Jun-2025,Abuja (FCT),Kwali,www.fbnservicesltd.com.ng,"CIT,VAT,WHT,CGT"
49c8c8bd-42e0-4525-904c-f6f3a060b9bb,RC-925332,5165422426212,Genesis Group Industries LLP,Retail,LLP,1690867183.0349035,1335260720.2777221,224617161.04140908,400578216.0833166,53410428.81110889,507,25138871.72538052,73645345.81042439,23-Dec-2013,2013,29-Jun-2024,Kaduna,Kafanchan,www.genesisgroupindustriesllp.com.ng,"CIT,VAT,WHT,CGT"
a7050965-0c93-41c0-876e-87fa34cccb38,RC-113901,1823741320683,Filmhouse Systems NGO/Gte,Agro,NGO/Gte,581026058.4756806,419598081.44884944,70860385.745339,125879424.43465483,16783923.25795398,1155,510845700.5014414,7038969.056762424,15-Mar-2013,2013,16-Sep-2025,Enugu,Enugu North,www.filmhousesystemsngo/gte.org.ng,"CIT,VAT,WHT,CGT"
016493a8-40aa-4d94-92b2-4a0db81d2089,RC-898607,1588412063004,TotalEnergies Resources LLP,Manufacturing,LLP,2808824855.5375576,2784968240.665662,443980801.8359591,835490472.1996986,111398729.62662648,1061,62062721.57163972,108861951.05253576,14-May-2025,2025,01-Jun-2025,Delta,Ughelli North,www.totalenergiesresourcesllp.com.ng,"CIT,VAT,WHT,CGT"
33d84ae2-ebdf-4c27-8f02-41e0ab82bf6e,RC-922093,4032736462058,Stanbic Group Ltd,Energy,Ltd,2946670756.335854,1488504121.6632483,712894734.874161,446551236.4989745,59540164.866529934,1073,349953055.44538844,2931117.3964000307,13-Nov-2025,2025,30-Nov-2024,Rivers,Obio-Akpor,www.stanbicgroupltd.com.ng,"CIT,VAT,WHT,CGT"
53d84ab5-9149-47df-8456-3cb4a320a795,RC-517118,7260170765108,Stanbic Nigeria LLP,Fintech,LLP,3270875561.133212,2544024304.303659,429560310.46529067,763207291.2910976,101760972.17214637,913,46264427.09356079,32590366.09201911,19-Jul-2020,2020,10-Mar-2024,Kaduna,Kaduna South,www.stanbicnigeriallp.com.ng,"CIT,VAT,WHT,CGT"
ec55c991-3dae-4a3d-a6cf-16c853b2173d,RC-795617,6465273222277,Honeywell Systems LLP,Agro,LLP,2180901416.850902,2018344182.131322,483113951.36655533,605503254.6393965,80733767.28525288,37,18155885.49347703,139852983.46887916,10-Jun-2019,2019,27-Aug-2024,Ogun,Abeokuta North,www.honeywellsystemsllp.com.ng,"CIT,VAT,WHT,CGT"
ab85cb8c-618c-4895-a84d-07eecf555a99,RC-365036,7075833016884,Oando Industries LLP,Retail,LLP,3470696184.3761873,2794869303.2234025,532711682.29895425,838460790.9670208,111794772.1289361,1130,113759617.1333673,431197.6961543449,11-Jul-2017,2017,30-Dec-2025,Delta,Warri South,www.oandoindustriesllp.com.ng,"CIT,VAT,WHT,CGT"
f2318303-ea63-4fef-a900-8a7f4a81eaf6,RC-177820,1783126432132,Eroton Resources Ltd,Manufacturing,Ltd,2955138107.485895,2514679870.2032304,245037767.63984284,754403961.0609691,100587194.80812922,678,203873136.2022573,86414059.93679212,10-Sep-2013,2013,09-Aug-2024,Enugu,Enugu North,www.erotonresourcesltd.net.ng,"CIT,VAT,WHT,CGT"
65074b7c-15ed-43e7-be0b-7c835fd9187f,RC-833183,1350070404237,Moniepoint Networks PLC,Energy,PLC,132974290.11031792,96746400.75944252,19826869.10763549,29023920.227832757,0.0,278,53716123.26845835,513047.1542777407,19-Feb-2014,2014,23-Aug-2025,Anambra,Onitsha North,www.moniepointnetworksplc.com.ng,"CIT,VAT,WHT,CGT"
2c47b5a0-1665-442c-b02e-a4d0a4d13377,RC-240909,0586182875862,Sterling Networks LLP,Tech,LLP,3915856768.3915553,2148431807.687734,930135387.1608008,644529542.3063202,85937272.30750936,159,65266497.876293525,108599242.43367913,14-Apr-2015,2015,22-Mar-2024,Lagos,Mushin,www.sterlingnetworksllp.com.ng,"CIT,VAT,WHT,CGT"
de042abe-7739-4503-a53b-55fbb0efe41f,RC-584013,3354042716531,Dangote Ventures LLP,Fintech,LLP,2231145125.366252,1692712481.5946128,375123242.42092186,507813744.47838384,67708499.26378451,95,27960893.880351886,28611771.059463393,01-Sep-2018,2018,28-Apr-2025,Anambra,Idemili South,www.dangoteventuresllp.com.ng,"CIT,VAT,WHT,CGT"
ed2b2d2a-b6dc-4d4c-85ea-5184c91c7cab,RC-706041,4507827561733,FBN Logistics NGO/Gte,Manufacturing,NGO/Gte,1858853406.8180127,1326062539.6818953,331257557.88045186,397818761.90456855,53042501.58727581,1151,99113874.96690112,36402893.316409945,15-Jul-2011,2011,23-Feb-2025,Kaduna,Kaduna South,www.fbnlogisticsngo/gte.ng,"CIT,VAT,WHT,CGT"
8b738f47-2b28-42bf-b8bc-12970bb602db,RC-822204,3277758024001,Sterling Bank Networks Ltd,Fintech,Ltd,2818314071.936847,1567838005.2524648,356988710.914984,470351401.57573944,62713520.210098594,162,14897358.058734322,92110023.04235019,03-Oct-2012,2012,26-Feb-2024,Kaduna,Zaria,www.sterlingbanknetworksltd.net.ng,"CIT,VAT,WHT,CGT"
b043a0ce-42e4-434b-9d54-7c09060a2d17,RC-583031,1748236441156,ABC Transport Enterprises Ltd,Agro,Ltd,329614724.81361467,171254500.259156,65287994.16513561,51376350.07774679,6850180.01036624,301,89228158.01072852,10110390.103827203,11-Oct-2019,2019,14-Nov-2025,Anambra,Nnewi North,www.abctransportenterprisesltd.com.ng,"CIT,VAT,WHT,CGT"
45836d8d-3c2e-4597-b40d-4f60a764595c,RC-368144,2428180544755,NLNG Group LLP,Fintech,LLP,761648955.6858786,682311998.7918305,66654756.125408605,204693599.63754916,27292479.95167322,1132,389909243.27281535,6792614.850939088,26-Apr-2016,2016,05-Jun-2024,Plateau,Jos South,www.nlnggroupllp.com.ng,"CIT,VAT,WHT,CGT"
74162113-8f1a-454b-8899-0c944842256d,RC-679819,8368682677780,Mikano Resources LLP,Agro,LLP,4709113538.346249,4158890856.700837,579428965.3991116,1247667257.010251,166355634.26803347,883,71820228.30108677,94293028.56004292,26-May-2020,2020,20-May-2024,Edo,Ikpoba-Okha,www.mikanoresourcesllp.com.ng,"CIT,VAT,WHT,CGT"
d41e3494-8077-4bdd-8a64-e0142f77e507,RC-722560,1736188876223,PiggyVest Nigeria PLC,Tech,PLC,1377643545.3858888,877286216.2268275,220156165.15487203,263185864.86804825,35091448.6490731,79,21349985.135176893,4287433.396474235,01-Dec-2012,2012,23-Aug-2025,Lagos,Ikeja,www.piggyvestnigeriaplc.com.ng,"CIT,VAT,WHT,CGT"
553477fa-ebad-4587-a79e-c2fb37272eec,RC-805574,7280751143174,Moniepoint Group PLC,Tech,PLC,3058311060.7615128,2817850661.9478207,351360962.3460457,845355198.5843462,112714026.47791283,1191,125988259.14100724,43877136.01579222,18-Oct-2018,2018,10-Oct-2025,Kaduna,Kaduna North,www.moniepointgroupplc.ng,"CIT,VAT,WHT,CGT"
d0125b52-6cd9-48f2-bbfd-ae2fe9d43c4c,RC-997559,8731570114426,Genesis Group Logistics Ltd,Energy,Ltd,815969776.1497082,651110657.6918323,140849923.48192388,195333197.3075497,26044426.307673294,721,35321523.35608485,5439200.786869327,20-Jan-2023,2023,22-Sep-2025,Anambra,Idemili South,www.genesisgrouplogisticsltd.net.ng,"CIT,VAT,WHT,CGT"
d910f6f0-255e-4cd2-956d-eee99822b3c2,RC-453084,2803052131687,BUA Solutions NGO/Gte,Agro,NGO/Gte,2146634930.6564314,1372986477.6559873,372944768.543373,411895943.29679614,54919459.10623949,103,19449714.646930076,49761014.12211063,14-Mar-2015,2015,08-Oct-2025,Ogun,Abeokuta South,www.buasolutionsngo/gte.ng,"CIT,VAT,WHT,CGT"
3df30c12-4400-410d-94c8-bbace91c3896,RC-966394,5146044413681,Ardova Enterprises LLP,Retail,LLP,795016036.0150806,410673988.23864484,121298693.74654652,123202196.47159344,16426959.529545793,741,83306297.72157907,18751730.597728733,06-May-2023,2023,04-Aug-2025,Enugu,Enugu North,www.ardovaenterprisesllp.com.ng,"CIT,VAT,WHT,CGT"
a3bc019c-68c5-4746-87b9-70677fba94e0,RC-694753,7804114844221,NLNG Solutions PLC,Retail,PLC,548035194.6563971,364256372.4758064,75090227.13553648,109276911.74274193,14570254.899032257,1023,261357166.0019737,20765542.43481275,29-Mar-2015,2015,19-Jun-2025,Ogun,Sagamu,www.nlngsolutionsplc.com.ng,"CIT,VAT,WHT,CGT"
c58a409a-ce9c-4f0c-bf83-281122a3588d,RC-560641,4407548778488,Ibeto Systems LLP,Energy,LLP,3967362164.9476166,2777787572.678818,730833844.179861,833336271.8036455,111111502.90715273,104,40192646.37396045,205177954.0027966,18-Feb-2023,2023,07-Oct-2025,Delta,Sapele,www.ibetosystemsllp.com.ng,"CIT,VAT,WHT,CGT"
7fc06e39-8ed5-464f-98d7-3130d3cce9c5,RC-408383,4320055061482,Genesis Group Resources PLC,Retail,PLC,2536117955.9398313,1327502943.2181544,382646299.84533095,398250882.9654463,53100117.72872618,359,41994681.09393644,17713566.74625219,02-Jan-2015,2015,15-Aug-2024,Akwa Ibom,Uyo,www.genesisgroupresourcesplc.ng,"CIT,VAT,WHT,CGT"
eb682595-e8e2-49fe-bb2d-0f18f89fb5f4,RC-320084,8770828868133,Nestle Industries LLP,Energy,LLP,755993176.2123752,396658664.9949683,154165595.00307688,118997599.49849048,15866346.599798732,531,83452433.34432858,14725480.908179685,19-Nov-2014,2014,31-Jan-2024,Kaduna,Kafanchan,www.nestleindustriesllp.com.ng,"CIT,VAT,WHT,CGT"
7f0dec2e-d790-4bbe-a775-d86af0e1b52f,RC-717925,3164063846462,Shoprite Industries PLC,Energy,PLC,2934471381.926746,1871282152.6601849,475991355.7511008,561384645.7980554,74851286.10640739,272,132609149.25737461,13518136.69347959,03-Nov-2013,2013,19-Jun-2024,Rivers,Obio-Akpor,www.shopriteindustriesplc.ng,"CIT,VAT,WHT,CGT"
70ab265b-3f0e-436e-8a02-12d08323f9bb,RC-224249,3271460335587,Flour Mills Nigeria NGO/Gte,Manufacturing,NGO/Gte,3316807755.8483768,2513347159.9613957,323954668.06842685,754004147.9884187,100533886.39845583,1061,219766323.20014295,6590070.445955031,13-Aug-2017,2017,03-Apr-2025,Plateau,Jos South,www.flourmillsnigeriango/gte.org.ng,"CIT,VAT,WHT,CGT"
b8d29d8b-944c-4450-975a-4720d3792e8b,RC-562062,2458225366548,Chi Services PLC,Retail,PLC,4472867154.92894,3812538665.1181774,1053021829.7291298,1143761599.535453,152501546.6047271,6,955342.4851049205,243432410.25485703,01-Jun-2015,2015,08-Feb-2025,Kaduna,Kaduna North,www.chiservicesplc.com.ng,"CIT,VAT,WHT,CGT"
21112a40-1181-4571-9e91-80bb98d14d77,RC-465663,2373003551510,MTN Networks LLP,Fintech,LLP,1010494903.9036466,964266857.0419173,237482306.92284948,289280057.1125752,38570674.281676695,394,106271485.03058976,33037697.559264217,06-Oct-2017,2017,16-Aug-2025,Akwa Ibom,Ikot Ekpene,www.mtnnetworksllp.com.ng,"CIT,VAT,WHT,CGT"
e157fe59-c03c-4573-9e3f-ad4ea8f31978,RC-907294,1811348877235,Semicolon Logistics LLP,Fintech,LLP,1929457933.947835,1110044430.673222,454612831.4258841,333013329.2019666,44401777.22692888,605,87111099.70421448,46275915.953049675,16-Aug-2021,2021,10-Aug-2024,Lagos,Kosofe,www.semicolonlogisticsllp.com.ng,"CIT,VAT,WHT,CGT"
a60b16c0-800b-47da-9865-a05742a55b73,RC-987335,0227006434473,Pointek Logistics NGO/Gte,Agro,NGO/Gte,2692624953.9496417,2050852636.1162305,641609530.3549572,615255790.8348691,82034105.44464922,452,82862581.45923077,151889607.30517343,01-May-2021,2021,22-Apr-2024,Rivers,Obio-Akpor,www.pointeklogisticsngo/gte.ng,"CIT,VAT,WHT,CGT"
